x,y(x),y'(x)
0.5,0.6772295600086022,-4.6455408799827955
0.5050505050505051,0.6540357362762664,-4.539722293446034
0.51010101010101,0.6313687408942358,-4.436896749411987
0.5151515151515151,0.6092137571110267,-4.336946568596634
0.5202020202020202,0.5875565480722188,-4.239759734488164
0.5252525252525253,0.5663834290638986,-4.145229563363453
0.5303030303030303,0.5456812413558182,-4.053254399703492
0.5353535353535354,0.5254373275295228,-3.9637373355355354
0.5404040404040404,0.5056395081786139,-3.876585941524455
0.5454545454545454,0.4862760599269447,-3.7917120203342836
0.5505050505050505,0.4673356946459702,-3.7090313733258053
0.5555555555555556,0.4488075398053599,-3.6284635876068205
0.5606060606060606,0.43068111988206453,-3.549931827141256
0.5656565656565656,0.41294633878898396,-3.4733626415580643
0.5707070707070707,0.39559346321754874,-3.398685791641546
0.5757575757575758,0.37861310686242183,-3.3258340760393468
0.5808080808080808,0.36199621548223987,-3.2547431729909793
0.5858585858585859,0.34573405272931296,-3.1853514951936757
0.5909090909090909,0.32981818669350577,-3.1176000491508815
0.595959595959596,0.3142404771482945,-3.05143230064046
0.601010101010101,0.2989930634444959,-2.9867940509699333
0.6060606060606061,0.2840683530047658,-2.9236333243167354
0.6111111111111112,0.2694590103826099,-2.8619002540826592
0.6161616161616161,0.25515794687836657,-2.801546978272186
0.6212121212121212,0.24115831065617455,-2.7425275458244753
0.6262626262626263,0.2274534773321164,-2.6847978207442598
0.6313131313131313,0.21403704103602655,-2.628315394304176
0.6363636363636364,0.2009028058848164,-2.5730395069429335
0.6414141414141414,0.18804477786084584,-2.518930966152254
0.6464646464646464,0.17545715708853174,-2.465952072960479
0.6515151515151515,0.16313433045815612,-2.4140665555271754
0.6565656565656566,0.15107086459691435,-2.3632394991723715
0.6616161616161617,0.1392614991643511,-2.313437287617071
0.6666666666666667,0.12770114045289868,-2.2646275409205754
0.6717171717171717,0.11638485528619737,-2.2167790595688137
0.6767676767676768,0.10530786518635647,-2.1698617738463337
0.6818181818181819,0.09446554080533545,-2.123846689837901
0.6868686868686869,0.08385339660499853,-2.0787058449905964
0.6919191919191919,0.07346708577223261,-2.0344122591408538
0.696969696969697,0.0633023953623795,-1.990939894160763
0.702020202020202,0.05335524164259544,-1.9482636130006354
0.7070707070707071,0.04362166564967058,-1.9063591376313664
0.7121212121212122,0.03409782893777386,-1.8652030157417667
0.7171717171717171,0.02478000950286968,-1.8247725822008432
0.7222222222222222,0.015664597890554313,-1.7850459275931434
0.7272727272727273,0.006748093459734648,-1.7460018660596905
0.7323232323232324,-0.001972899194229557,-1.7076199043386942
0.7373737373737375,-0.010501673662669096,-1.6698802134444082
0.7424242424242424,-0.018841425005789232,-1.6327635995256506
0.7474747474747475,-0.026995252898512685,-1.5962514790803037
0.7525252525252526,-0.03496616464650495,-1.5603258537929177
0.7575757575757576,-0.042757078078277694,-1.524969284887958
0.7626262626262627,-0.05037082431592573,-1.490164871901016
0.7676767676767677,-0.05781015044008975,-1.4558962310932952
0.7727272727272727,-0.06507772204312669,-1.422147473526188
0.7777777777777778,-0.07217612567851608,-1.3889031854171006
